,type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,cycle
5633,impedance,[2008.       5.      21.      12.       7.      20.984],24,B0005,513,5634,05634.csv,,0.0550026125417602,0.0770552542641119,2105
5634,charge,[2008.       5.      21.      12.      39.      25.421],24,B0005,514,5635,05635.csv,,,,2105
5635,impedance,[2008.       5.      21.      15.      38.      16.546],24,B0005,515,5636,05636.csv,,0.0557945214118623,0.0829501208969064,2105
5636,discharge,[2008.       5.      21.      16.      10.      21.203],24,B0005,516,5637,05637.csv,1.3389145230206971,,,2106
5637,impedance,[2008.      5.     21.     16.     59.     36.14],24,B0005,517,5638,05638.csv,,0.0554779369160649,0.0770016735510511,2106
5638,charge,[2008.       5.      21.      17.      31.      40.671],24,B0005,518,5639,05639.csv,,,,2106
5639,impedance,[2008.       5.      21.      20.      30.       5.343],24,B0005,519,5640,05640.csv,,0.0577997146659989,0.0819030322921605,2106
5640,discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,B0005,520,5641,05641.csv,1.3340066759761655,,,2107
5641,impedance,[2008.       5.      21.      21.      51.      16.781],24,B0005,521,5642,05642.csv,,0.0551315981621806,0.0770556564481534,2107
5642,charge,[2008.       5.      21.      22.      23.      21.421],24,B0005,522,5643,05643.csv,,,,2107
5643,impedance,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 1.0000e+01 5.4593e+01],24,B0005,523,5644,05644.csv,,0.0557752947285812,0.0829467411842261,2107
5644,discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,B0005,524,5645,05645.csv,1.3286444309174914,,,2108
5645,impedance,[2.008e+03 5.000e+00 2.200e+01 2.000e+00 3.200e+01 6.250e+00],24,B0005,525,5646,05646.csv,,0.0558114389603303,0.0765519381759145,2108
5646,charge,[2008.       5.      22.       3.       4.      11.015],24,B0005,526,5647,05647.csv,,,,2108
5647,impedance,[2008.       5.      22.       6.       0.      35.953],24,B0005,527,5648,05648.csv,,0.0565593913134022,0.0823749011789342,2108
5648,discharge,[2008.       5.      22.       6.      32.      40.921],24,B0005,528,5649,05649.csv,1.323170899227622,,,2109
5649,impedance,[2008.       5.      22.       7.      21.      37.921],24,B0005,529,5650,05650.csv,,0.0551733907076003,0.0773022390461144,2109
5650,charge,[2008.       5.      22.       7.      53.      42.703],24,B0005,530,5651,05651.csv,,,,2109
5651,impedance,[2008.       5.      22.      10.      51.      17.265],24,B0005,531,5652,05652.csv,,0.0533442468786474,0.0844856223082752,2109
5652,discharge,[2008.       5.      22.      11.      23.      22.187],24,B0005,532,5653,05653.csv,1.3181691588445197,,,2110
5653,impedance,[2008.       5.      22.      12.      12.      19.453],24,B0005,533,5654,05654.csv,,0.0562033827658035,0.0784357489585933,2110
5654,charge,[2008.       5.      22.      12.      44.      24.687],24,B0005,534,5655,05655.csv,,,,2110
5655,impedance,[2008.       5.      22.      15.      45.      53.515],24,B0005,535,5656,05656.csv,,0.0562624789782491,0.0830662312193171,2110
5656,discharge,[2008.      5.     22.     16.     17.     58.89],24,B0005,536,5657,05657.csv,1.3184664436640334,,,2111
5657,impedance,[2008.       5.      22.      17.       6.      57.515],24,B0005,537,5658,05658.csv,,0.0541228487641692,0.078534390669906,2111
5658,charge,[2008.       5.      22.      17.      39.       2.953],24,B0005,538,5659,05659.csv,,,,2111
5659,impedance,[2008.       5.      22.      20.      27.      44.765],24,B0005,539,5660,05660.csv,,0.0533942499874629,0.0833563552790388,2111
5660,discharge,[2008.       5.      22.      20.      59.      50.203],24,B0005,540,5661,05661.csv,1.318293040102702,,,2112
5661,impedance,[2008.       5.      22.      21.      48.      39.015],24,B0005,541,5662,05662.csv,,0.0554582382488268,0.0786606937217423,2112
5662,charge,[2008.      5.     22.     22.     20.     44.39],24,B0005,542,5663,05663.csv,,,,2112
5663,impedance,[2008.       5.      23.      11.      41.      10.187],24,B0005,543,5664,05664.csv,,0.0585452523507112,0.0883688518598075,2112
5664,discharge,[2008.       5.      23.      12.      13.      16.359],24,B0005,544,5665,05665.csv,1.323872422244268,,,2113
5665,impedance,[2.0080e+03 5.0000e+00 2.3000e+01 1.3000e+01 2.0000e+00 1.5484e+01],24,B0005,545,5666,05666.csv,,0.0578494172996275,0.0807877386784969,2113
5666,charge,[2008.       5.      23.      17.      12.      57.796],24,B0005,546,5667,05667.csv,,,,2113
5667,discharge,[2008.       5.      23.      20.      14.      29.875],24,B0005,547,5668,05668.csv,1.3601216766554785,,,2114
5668,impedance,[2008.       5.      23.      21.       3.      54.921],24,B0005,548,5669,05669.csv,,0.0586149960845794,0.0815465143150512,2114
5669,charge,[2.008e+03 5.000e+00 2.300e+01 2.100e+01 3.600e+01 7.500e-01],24,B0005,549,5670,05670.csv,,,,2114
5670,impedance,[2008.       5.      24.       0.      37.      15.656],24,B0005,550,5671,05671.csv,,0.0614238568689426,0.0849639039583958,2114
5671,discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,B0005,551,5672,05672.csv,1.3395306867947354,,,2115
5672,impedance,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 5.8000e+01 2.8718e+01],24,B0005,552,5673,05673.csv,,0.0551459068450945,0.0813192213089552,2115
5673,charge,[2.0080e+03 5.0000e+00 2.4000e+01 2.0000e+00 3.0000e+01 3.4593e+01],24,B0005,553,5674,05674.csv,,,,2115
5674,impedance,[2008.       5.      24.       5.      28.      14.078],24,B0005,554,5675,05675.csv,,0.0595233803017997,0.0872083312129923,2115
5675,discharge,[2008.       5.      24.       6.       0.      20.156],24,B0005,555,5676,05676.csv,1.3290286565120697,,,2116
5676,impedance,[2008.       5.      24.       6.      49.      19.062],24,B0005,556,5677,05677.csv,,0.0603952185069324,0.0811864906463204,2116
5677,charge,[2008.      5.     24.      7.     21.     25.14],24,B0005,557,5678,05678.csv,,,,2116
5678,impedance,[2008.       5.      24.      10.      10.      44.312],24,B0005,558,5679,05679.csv,,0.0592615908588067,0.0877786866945486,2116
5679,discharge,[2008.       5.      24.      10.      42.      50.484],24,B0005,559,5680,05680.csv,1.3236741274998955,,,2117
5680,impedance,[2008.       5.      24.      11.      31.      49.718],24,B0005,560,5681,05681.csv,,0.0583733215181787,0.0816868861335481,2117
5681,charge,[2008.       5.      24.      12.       3.      55.937],24,B0005,561,5682,05682.csv,,,,2117
5682,impedance,[2008.       5.      24.      14.      59.       4.171],24,B0005,562,5683,05683.csv,,0.0595237845894433,0.0884300775522404,2117
5683,discharge,[2008.       5.      24.      15.      31.      10.593],24,B0005,563,5684,05684.csv,1.318633896753293,,,2118
5684,impedance,[2.008e+03 5.000e+00 2.400e+01 1.600e+01 2.000e+01 1.515e+00],24,B0005,564,5685,05685.csv,,0.0589153175300952,0.0824288897344761,2118
5685,charge,[2008.       5.      24.      16.      52.       7.875],24,B0005,565,5686,05686.csv,,,,2118
5686,impedance,[2008.       5.      24.      19.      49.       7.109],24,B0005,566,5687,05687.csv,,0.0596766481170581,0.0858437497371109,2118
5687,discharge,[2008.       5.      24.      20.      21.      13.437],24,B0005,567,5688,05688.csv,1.3134751321324272,,,2119
5688,impedance,[2008.       5.      24.      21.      10.       4.265],24,B0005,568,5689,05689.csv,,0.0567930805598689,0.0827724195106258,2119
5689,charge,[2008.      5.     24.     21.     42.     10.75],24,B0005,569,5690,05690.csv,,,,2119
5690,impedance,[2008.      5.     25.      0.     34.     43.14],24,B0005,570,5691,05691.csv,,0.0597598846304888,0.0866248363959436,2119
5691,discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,B0005,571,5692,05692.csv,1.3132020634442203,,,2120
5692,impedance,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 5.5000e+01 3.0531e+01],24,B0005,572,5693,05693.csv,,0.0615488024564626,0.0816665011580909,2120
5693,charge,[2.008e+03 5.000e+00 2.500e+01 2.000e+00 2.700e+01 3.725e+01],24,B0005,573,5694,05694.csv,,,,2120
5694,impedance,[2008.       5.      25.       5.      25.      11.093],24,B0005,574,5695,05695.csv,,0.0595025916574528,0.0863688291866818,2120
5695,discharge,[2008.      5.     25.      5.     57.     17.89],24,B0005,575,5696,05696.csv,1.3077959946944353,,,2121
5696,impedance,[2008.       5.      25.       6.      45.      59.203],24,B0005,576,5697,05697.csv,,0.0581578571536546,0.0807663840903387,2121
5697,charge,[2008.       5.      25.       7.      18.       6.015],24,B0005,577,5698,05698.csv,,,,2121
5698,impedance,[2008.       5.      25.      10.      19.      30.093],24,B0005,578,5699,05699.csv,,0.0595559805528939,0.0882183154162739,2121
5699,discharge,[2008.       5.      25.      10.      51.      37.015],24,B0005,579,5700,05700.csv,1.3030329186405918,,,2122
5700,impedance,[2008.       5.      25.      11.      40.       9.609],24,B0005,580,5701,05701.csv,,0.0599824237438825,0.0804083760718141,2122
5701,charge,[2008.       5.      25.      12.      12.      16.578],24,B0005,581,5702,05702.csv,,,,2122
5702,impedance,[2.008e+03 5.000e+00 2.500e+01 1.500e+01 5.000e+00 1.687e+00],24,B0005,582,5703,05703.csv,,0.0594913647911852,0.0887302979407742,2122
5703,discharge,[2008.      5.     25.     15.     37.      8.89],24,B0005,583,5704,05704.csv,1.3033573559038203,,,2123
5704,impedance,[2008.      5.     25.     16.     25.     42.25],24,B0005,584,5705,05705.csv,,0.0603212164966373,0.080340961111739,2123
5705,charge,[2008.       5.      25.      16.      57.      49.359],24,B0005,585,5706,05706.csv,,,,2123
5706,impedance,[2008.       5.      25.      19.      50.      54.953],24,B0005,586,5707,05707.csv,,0.0605211492470791,0.0875362397797066,2123
5707,discharge,[2008.       5.      25.      20.      23.       4.453],24,B0005,587,5708,05708.csv,1.3034100438655642,,,2124
5708,impedance,[2008.       5.      25.      21.      11.      31.515],24,B0005,588,5709,05709.csv,,0.0596068139816517,0.0821950835712786,2124
5709,charge,[2008.       5.      25.      21.      43.      40.953],24,B0005,589,5710,05710.csv,,,,2124
5710,impedance,[2008.       5.      26.       0.      40.      52.859],24,B0005,590,5711,05711.csv,,0.0598267789972628,0.0885380186023552,2124
5711,discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,B0005,591,5712,05712.csv,1.2978870806495706,,,2125
5712,impedance,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 1.0000e+00 2.9328e+01],24,B0005,592,5713,05713.csv,,0.0611546713152681,0.0812995137183745,2125
5713,charge,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 3.3000e+01 3.9031e+01],24,B0005,593,5714,05714.csv,,,,2125
5714,impedance,[2008.       5.      26.       5.      28.      58.109],24,B0005,594,5715,05715.csv,,0.0579443936914469,0.0889051987685422,2125
5715,discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,B0005,595,5716,05716.csv,1.2980735056918902,,,2126
5716,impedance,[2008.       5.      26.       6.      49.      35.046],24,B0005,596,5717,05717.csv,,0.0549948345037044,0.083252512813617,2126
5717,charge,[2008.       5.      26.       7.      21.      44.953],24,B0005,597,5718,05718.csv,,,,2126
5718,impedance,[2008.       5.      26.      10.      12.      28.125],24,B0005,598,5719,05719.csv,,0.0617593122518427,0.0847212726764891,2126
5719,discharge,[2008.       5.      26.      10.      44.      38.468],24,B0005,599,5720,05720.csv,1.293463613844243,,,2127
5720,impedance,[2008.       5.      26.      11.      32.      56.968],24,B0005,600,5721,05721.csv,,0.0584561293174277,0.0827019367389164,2127
5721,charge,[2008.       5.      26.      12.       5.       7.078],24,B0005,601,5722,05722.csv,,,,2127
5722,impedance,[2008.       5.      26.      14.      58.      33.218],24,B0005,602,5723,05723.csv,,0.0589890803958647,0.0857362189277121,2127
5723,discharge,[2008.       5.      26.      15.      30.      43.968],24,B0005,603,5724,05724.csv,1.288003392619118,,,2128
5724,impedance,[2008.       5.      26.      16.      19.       2.828],24,B0005,604,5725,05725.csv,,0.0588008441939559,0.0823698343756594,2128
5725,charge,[2008.       5.      26.      16.      51.      13.375],24,B0005,605,5726,05726.csv,,,,2128
5726,impedance,[2008.       5.      26.      19.      48.      54.421],24,B0005,606,5727,05727.csv,,0.0576302972016358,0.0874238934793032,2128
5727,discharge,[2008.       5.      26.      20.      21.       4.921],24,B0005,607,5728,05728.csv,1.2874525221379407,,,2129
5728,impedance,[2008.      5.     26.     21.      9.     22.89],24,B0005,608,5729,05729.csv,,0.058983889383344,0.0825221175510128,2129
5729,charge,[2008.       5.      26.      21.      41.      33.468],24,B0005,609,5730,05730.csv,,,,2129
5730,impedance,[2008.       5.      27.       0.      27.      55.562],24,B0005,610,5731,05731.csv,,0.0578237493933031,0.0897568704647984,2129
5731,discharge,[2008.       5.      27.      15.      52.      41.359],24,B0005,611,5732,05732.csv,1.3090153642307354,,,2130
5732,charge,[2008.       5.      27.      17.      53.      59.765],24,B0005,612,5733,05733.csv,,,,2130
5733,discharge,[2008.       5.      27.      20.      45.      42.125],24,B0005,613,5734,05734.csv,1.3250793286429356,,,2131
5734,impedance,[2008.      5.     27.     21.     34.     28.64],24,B0005,614,5735,05735.csv,,0.0500357319580317,0.0747923461368755,2131
5735,charge,[2008.       5.      28.      11.       9.      42.046],24,B0005,615,5736,05736.csv,,,,2131
5736,charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,B0007,0,5737,05737.csv,,,,2131
5737,discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,B0007,1,5738,05738.csv,1.89105229539079,,,2132
5738,charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,B0007,2,5739,05739.csv,,,,2132
5739,discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,B0007,3,5740,05740.csv,1.880637027686859,,,2133
5740,charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,B0007,4,5741,05741.csv,,,,2133
5741,discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,B0007,5,5742,05742.csv,1.8806626717011388,,,2134
5742,charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,B0007,6,5743,05743.csv,,,,2134
5743,discharge,[2008.       4.       3.       4.      16.      37.375],24,B0007,7,5744,05744.csv,1.8807709009833444,,,2135
5744,charge,[2008.       4.       3.       5.      27.      49.125],24,B0007,8,5745,05745.csv,,,,2135
5745,discharge,[2008.       4.       3.       8.      33.      25.703],24,B0007,9,5746,05746.csv,1.8794508728285055,,,2136
5746,charge,[2008.       4.       3.       9.      44.      35.078],24,B0007,10,5747,05747.csv,,,,2136
5747,discharge,[2008.       4.       3.      12.      55.      10.687],24,B0007,11,5748,05748.csv,1.8807003517117404,,,2137
5748,charge,[2008.       4.       3.      14.       6.      43.234],24,B0007,12,5749,05749.csv,,,,2137
5749,discharge,[2008.       4.       3.      17.      17.      16.015],24,B0007,13,5750,05750.csv,1.8799352523566075,,,2138
5750,charge,[2008.       4.       3.      18.      28.      47.125],24,B0007,14,5751,05751.csv,,,,2138
5751,discharge,[2008.       4.       3.      21.      28.      14.718],24,B0007,15,5752,05752.csv,1.88150881240388,,,2139
5752,charge,[2008.       4.       3.      22.      38.      27.453],24,B0007,16,5753,05753.csv,,,,2139
5753,discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,B0007,17,5754,05754.csv,1.8696907870385844,,,2140
5754,charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,B0007,18,5755,05755.csv,,,,2140
5755,discharge,[2008.       4.       4.       5.      48.       8.609],24,B0007,19,5756,05756.csv,1.870052380139199,,,2141
5756,charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,B0007,20,5757,05757.csv,,,,2141
5757,discharge,[2008.       4.       4.       9.      57.      19.765],24,B0007,21,5758,05758.csv,1.8700442394188577,,,2142
5758,charge,[2008.       4.       4.      11.       6.      50.375],24,B0007,22,5759,05759.csv,,,,2142
5759,charge,[2008.       4.       4.      15.       5.      59.906],24,B0007,23,5760,05760.csv,,,,2142
5760,discharge,[2008.       4.       4.      17.      56.      27.609],24,B0007,24,5761,05761.csv,1.8596518987766364,,,2143
5761,charge,[2008.       4.       4.      19.       5.      19.234],24,B0007,25,5762,05762.csv,,,,2143
5762,discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0007,26,5763,05763.csv,1.8590746560862208,,,2144
5763,charge,[2008.       4.       4.      23.      10.      25.421],24,B0007,27,5764,05764.csv,,,,2144
5764,discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0007,28,5765,05765.csv,1.8590084577709232,,,2145
5765,charge,[2008.       4.       5.       3.      28.      57.234],24,B0007,29,5766,05766.csv,,,,2145
5766,discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0007,30,5767,05767.csv,1.8593622586957048,,,2146
5767,charge,[2008.       4.       5.       7.      33.      12.734],24,B0007,31,5768,05768.csv,,,,2146
5768,discharge,[2008.       4.       5.      10.      30.      32.312],24,B0007,32,5769,05769.csv,1.8587355450601035,,,2147
5769,charge,[2008.      4.      5.     11.     38.     22.14],24,B0007,33,5770,05770.csv,,,,2147
5770,discharge,[2008.       4.       5.      14.      34.      41.468],24,B0007,34,5771,05771.csv,1.847817291322145,,,2148
5771,charge,[2008.       4.       5.      15.      42.      11.531],24,B0007,35,5772,05772.csv,,,,2148
5772,discharge,[2008.       4.       5.      18.      39.      25.218],24,B0007,36,5773,05773.csv,1.8485252916137047,,,2149
5773,charge,[2008.       4.       5.      19.      46.      36.125],24,B0007,37,5774,05774.csv,,,,2149
5774,discharge,[2008.       4.       5.      22.      46.      35.484],24,B0007,38,5775,05775.csv,1.848378951850034,,,2150
5775,charge,[2008.      4.     18.     17.     34.     22.89],24,B0007,39,5776,05776.csv,,,,2150
5776,impedance,[2008.       4.      18.      20.      55.      29.859],24,B0007,40,5777,05777.csv,,0.0381681360994608,0.0615809457422944,2150
5777,discharge,[2008.       4.      18.      21.      10.      19.796],24,B0007,41,5778,05778.csv,1.8807805437609768,,,2151
5778,impedance,[2008.       4.      18.      22.      39.      16.312],24,B0007,42,5779,05779.csv,,0.0423522002551147,0.0794620574429885,2151
5779,charge,[2008.       4.      18.      22.      53.      58.343],24,B0007,43,5780,05780.csv,,,,2151
5780,impedance,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],24,B0007,44,5781,05781.csv,,0.0397131229201359,0.0618065433968296,2151
5781,discharge,[2008    4   19    2   29    9],24,B0007,45,5782,05782.csv,1.88147215974436,,,2152
5782,impedance,[2008.       4.      19.       3.      57.      24.187],24,B0007,46,5783,05783.csv,,0.0417192823930559,0.080850992535227,2152
5783,charge,[2008.       4.      19.       4.      12.       6.343],24,B0007,47,5784,05784.csv,,,,2152
5784,impedance,[2008.       4.      19.       7.      32.      33.656],24,B0007,48,5785,05785.csv,,0.0384014639910651,0.0610013038468072,2152
5785,discharge,[2008.       4.      19.       7.      47.      15.703],24,B0007,49,5786,05786.csv,1.8810954313244783,,,2153
5786,impedance,[2008.       4.      19.       9.      15.      10.453],24,B0007,50,5787,05787.csv,,0.0417255432887453,0.0732425237282777,2153
5787,charge,[2008.       4.      19.       9.      29.      52.703],24,B0007,51,5788,05788.csv,,,,2153
5788,impedance,[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01],24,B0007,52,5789,05789.csv,,0.0371051772037323,0.0600756510818989,2153
5789,discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0007,53,5790,05790.csv,1.8710089649779995,,,2154
5790,impedance,[2008.       4.      19.      14.      28.      58.984],24,B0007,54,5791,05791.csv,,0.0399295235052935,0.0775254899698734,2154
5791,charge,[2008.       4.      19.      14.      43.      41.265],24,B0007,55,5792,05792.csv,,,,2154
5792,impedance,[2008.       4.      19.      18.      12.      47.531],24,B0007,56,5793,05793.csv,,0.0378339460339389,0.061293760421866,2154
5793,discharge,[2008.       4.      19.      18.      27.      29.828],24,B0007,57,5794,05794.csv,1.8701995151941373,,,2155
5794,impedance,[2008.       4.      19.      19.      55.       5.296],24,B0007,58,5795,05795.csv,,0.0408682807687173,0.0768386955289876,2155
5795,charge,[2008.      4.     19.     20.      9.     47.75],24,B0007,59,5796,05796.csv,,,,2155
5796,impedance,[2008.       4.      19.      23.      27.      13.343],24,B0007,60,5797,05797.csv,,0.0375204254053658,0.0600731341862481,2155
5797,discharge,[2008.       4.      19.      23.      41.      55.687],24,B0007,61,5798,05798.csv,1.8706715362800983,,,2156
5798,impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01],24,B0007,62,5799,05799.csv,,0.0416986565608095,0.0720729677827527,2156
5799,charge,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01],24,B0007,63,5800,05800.csv,,,,2156
5800,impedance,[2008.       4.      20.       4.      39.      59.296],24,B0007,64,5801,05801.csv,,0.0373972713715067,0.0612330724542185,2156
5801,discharge,[2008.       4.      20.       4.      54.      41.734],24,B0007,65,5802,05802.csv,1.8596124644020169,,,2157
5802,impedance,[2008.       4.      20.       6.      20.      57.125],24,B0007,66,5803,05803.csv,,0.03998676920342,0.073636743638268,2157
5803,charge,[2008.       4.      20.       6.      35.      39.765],24,B0007,67,5804,05804.csv,,,,2157
5804,impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+01 1.0000e+00 4.6156e+01],24,B0007,68,5805,05805.csv,,0.0359196800988642,0.0605706911170167,2157
5805,discharge,[2008.       4.      20.      10.      16.      28.859],24,B0007,69,5806,05806.csv,1.860033909718346,,,2158
5806,impedance,[2008.       4.      20.      11.      42.      26.062],24,B0007,70,5807,05807.csv,,0.0414682491473606,0.0695430380174996,2158
5807,charge,[2008.       4.      20.      11.      57.       8.765],24,B0007,71,5808,05808.csv,,,,2158
5808,impedance,[2008.      4.     20.     15.     22.     22.64],24,B0007,72,5809,05809.csv,,0.0373857989211497,0.0613173760292053,2158
5809,discharge,[2008.       4.      20.      15.      37.       5.281],24,B0007,73,5810,05810.csv,1.8591653109160768,,,2159
5810,impedance,[2.008e+03 4.000e+00 2.000e+01 1.700e+01 3.000e+00 1.140e+00],24,B0007,74,5811,05811.csv,,0.0409105369508414,0.0697381318114343,2159
5811,charge,[2008.       4.      20.      17.      17.      44.031],24,B0007,75,5812,05812.csv,,,,2159
5812,impedance,[2008.       4.      20.      20.      35.      56.187],24,B0007,76,5813,05813.csv,,0.0378905884196738,0.06032875855026,2159
5813,discharge,[2008.       4.      20.      20.      50.      38.921],24,B0007,77,5814,05814.csv,1.8481398178778288,,,2160
5814,impedance,[2008.       4.      20.      22.      16.      35.078],24,B0007,78,5815,05815.csv,,0.0400972488595749,0.0728814519781134,2160
5815,charge,[2008.       4.      20.      22.      31.      18.046],24,B0007,79,5816,05816.csv,,,,2160
5816,impedance,[2.0080e+03 4.0000e+00 2.1000e+01 2.0000e+00 0.0000e+00 1.9968e+01],24,B0007,80,5817,05817.csv,,0.0371572295753325,0.061034792696747,2160
5817,discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,B0007,81,5818,05818.csv,1.849201702126164,,,2161
5818,impedance,[2008.       4.      21.       3.      26.      58.453],24,B0007,82,5819,05819.csv,,0.0411920195586732,0.0684835665334699,2161
5819,charge,[2008.       4.      21.      17.      51.      26.312],24,B0007,83,5820,05820.csv,,,,2161
5820,charge,[2008.       4.      22.      14.      15.      41.187],24,B0007,84,5821,05821.csv,,,,2161
5821,discharge,[2008.       4.      22.      15.      33.      49.875],24,B0007,85,5822,05822.csv,1.8834677437950849,,,2162
5822,impedance,[2008.       4.      22.      16.      33.       3.953],24,B0007,86,5823,05823.csv,,0.0410566964664513,0.070659971332503,2162
5823,charge,[2008.       4.      22.      17.       4.      53.218],24,B0007,87,5824,05824.csv,,,,2162
5824,impedance,[2008.       4.      22.      19.      54.      32.265],24,B0007,88,5825,05825.csv,,0.0417594054145559,0.0644560882097745,2162
5825,discharge,[2008.       4.      22.      20.      26.      18.921],24,B0007,89,5826,05826.csv,1.8628211117905844,,,2163
5826,impedance,[2008.       4.      22.      21.      24.      34.484],24,B0007,90,5827,05827.csv,,0.0411945977368719,0.0702209554283169,2163
5827,charge,[2008.       4.      22.      21.      56.      21.406],24,B0007,91,5828,05828.csv,,,,2163
5828,impedance,[2008.       4.      23.       0.      46.      24.921],24,B0007,92,5829,05829.csv,,0.0423270479862688,0.0641415094761317,2163
5829,discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,B0007,93,5830,05830.csv,1.852085039652352,,,2164
5830,impedance,[2.008e+03 4.000e+00 2.300e+01 2.000e+00 1.600e+01 8.578e+00],24,B0007,94,5831,05831.csv,,0.0399687402296661,0.0681247411969717,2164
5831,charge,[2.0080e+03 4.0000e+00 2.3000e+01 2.0000e+00 4.7000e+01 5.5453e+01],24,B0007,95,5832,05832.csv,,,,2164
5832,impedance,[2008.      4.     23.      5.     46.     32.89],24,B0007,96,5833,05833.csv,,0.0396728639829912,0.0633375503455221,2164
5833,discharge,[2008.       4.      23.       6.      18.      19.921],24,B0007,97,5834,05834.csv,1.8469504648208708,,,2165
5834,impedance,[2008.       4.      23.       7.      16.       7.671],24,B0007,98,5835,05835.csv,,0.0397941078897817,0.0687794553615811,2165
5835,charge,[2008.       4.      23.       7.      47.      54.718],24,B0007,99,5836,05836.csv,,,,2165
5836,impedance,[2008.       4.      23.      10.      36.      13.156],24,B0007,100,5837,05837.csv,,0.0404653672528573,0.0639722520595072,2165
5837,discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,B0007,101,5838,05838.csv,1.836828431169018,,,2166
5838,impedance,[2008.       4.      23.      12.       5.      30.437],24,B0007,102,5839,05839.csv,,0.0409390182419528,0.066752230847743,2166
5839,charge,[2008.       4.      23.      12.      37.      17.515],24,B0007,103,5840,05840.csv,,,,2166
5840,impedance,[2008.       4.      23.      15.      34.      37.843],24,B0007,104,5841,05841.csv,,0.0408309954459878,0.0629222353152032,2166
5841,discharge,[2008.       4.      23.      16.       6.      25.171],24,B0007,105,5842,05842.csv,1.8371619619672277,,,2167
5842,impedance,[2008.       4.      23.      17.       3.      55.484],24,B0007,106,5843,05843.csv,,0.0410673635657293,0.0662850303940424,2167
5843,charge,[2008.       4.      23.      17.      35.      42.828],24,B0007,107,5844,05844.csv,,,,2167
5844,impedance,[2008.      4.     23.     20.     31.     10.75],24,B0007,108,5845,05845.csv,,0.0407870122998766,0.0633885849281959,2167
5845,discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],24,B0007,109,5846,05846.csv,1.8316722583718852,,,2168
5846,impedance,[2008.       4.      23.      22.       0.      19.218],24,B0007,110,5847,05847.csv,,0.0416617088948181,0.0681635775867941,2168
5847,charge,[2008.       4.      23.      22.      32.       6.671],24,B0007,111,5848,05848.csv,,,,2168
